ID,Origin,Destination,ServiceType,BrandClass,Via,DepartureTime24h,Source,BatchID
8aa07463-8174-417a-8c3e-4a5322c13b89,Javagl Bengaluru,Exp,Ordinary,,Javgal; Arasaikere; Tipaturu; Tumkuru,05:30,JAVAGL,Bus_Timetables_Batch10_Merged
3007c330-c69d-4848-b2fe-bb07b9bb96e8,Javagl,Mysuru,Ordinary,,,05:30,JAVAGL,Bus_Timetables_Batch10_Merged
fbbb1d7c-6c3b-4c8e-bfc2-e046017b9657,Javagl Arasikere,Ord,Ordinary,,Handaralu; Singanahalli; Gerumara,06:00,JAVAGL,Bus_Timetables_Batch10_Merged
5eea7d43-0960-4e62-848f-dd656198a781,Javagl Belur,Exp,Ordinary,,,06:00,JAVAGL,Bus_Timetables_Batch10_Merged
bf5a139f-3b9b-446c-93a3-0778d059a5ab,Javagl Arasikere,Ord,Ordinary,,Sindhigere; Nidaghatta; Banavara,06:00,JAVAGL,Bus_Timetables_Batch10_Merged
60294e6d-79d2-4e24-bc86-27b403bd3011,Javagl Chikmagalur,Ord,Ordinary,,Belavadi; Kalasapura,06:00,JAVAGL,Bus_Timetables_Batch10_Merged
ecab0c80-ff3d-4d63-ba16-cb5b57bc8409,Javagl Hassan,Ord,Ordinary,,Javgal; Halebeedu; Adaguru,06:00,JAVAGL,Bus_Timetables_Batch10_Merged
fd02790f-576d-46ab-aba0-98508b22e274,Javagl Hassan,Ord,Ordinary,,Kodihalli; Tirumanahalli; Adaguru,06:00,JAVAGL,Bus_Timetables_Batch10_Merged
2f0d9dad-b123-4767-aab1-bb144915d57f,Javagl Hassan,Ord,Ordinary,,Halebeedu; Adaguru; Hassan,06:15,JAVAGL,Bus_Timetables_Batch10_Merged
61768767-5db3-4c89-ac88-a6d9037ba5a4,Javagl Belur,Ord,Ordinary,,Banavara; Halebidu,06:30,JAVAGL,Bus_Timetables_Batch10_Merged
fab0eca1-4552-491a-af3f-eb7eb54a271d,Javagl Chikmagaluru,Exp,Ordinary,,Neralige; Banavara,06:30,JAVAGL,Bus_Timetables_Batch10_Merged
a3fc5e45-691e-468c-9aca-87bb60492496,Javagl Kadur,Ord,Ordinary,,Bellekere; Nidaghatta; Neralige,06:30,JAVAGL,Bus_Timetables_Batch10_Merged
67ce391b-7491-4500-95a1-0c0ca40349c7,Javagl Arasikere,Exp,Ordinary,,Belur; Javgal; Banavara,07:00,JAVAGL,Bus_Timetables_Batch10_Merged
bbf7bbda-6af7-4623-a94d-26b17de77a71,Javagl Chikmagalur,Ord,Ordinary,,Belavadi; Kalasapura,07:00,JAVAGL,Bus_Timetables_Batch10_Merged
a6e58656-942b-42be-9efa-3a794dd766d5,Javagl Belur,Exp,Ordinary,,Banavara; Halebidu,07:15,JAVAGL,Bus_Timetables_Batch10_Merged
4bf38bf2-e485-4543-b41f-2acba0f854e8,Javagl Arasikere,Exp,Ordinary,,Javagal; Arakere; Banavara,07:30,JAVAGL,Bus_Timetables_Batch10_Merged
0b642366-96a5-47b1-9c36-9cd386269b17,Javagl Arasikere,Ord,Ordinary,,Javgal; Halebidu; Byrambudi,07:30,JAVAGL,Bus_Timetables_Batch10_Merged
2124d9ff-7532-44b1-882a-c345a1008844,Javagl Chikmagaluru,Ord,Ordinary,,Kalasapura; Belavadi,07:30,JAVAGL,Bus_Timetables_Batch10_Merged
aa64bbd7-4ac5-420c-8c5a-2d1a7d3e06b1,Javagl Arasikere,Ord,Ordinary,,,07:45,JAVAGL,Bus_Timetables_Batch10_Merged
41d1b91b-985e-4549-9e2e-923967afbbe1,Javagl Hassan,Ord,Ordinary,,Kodihalli; Tirumanahalli; Adaguru,07:45,JAVAGL,Bus_Timetables_Batch10_Merged
4c0ff945-faf8-4d82-8483-f08367e50cda,Javagl Arasikere,Ord,Ordinary,,Handaralu; Gerumara,08:00,JAVAGL,Bus_Timetables_Batch10_Merged
c2fa5fcb-2ce5-4e85-9c84-cb5f7fc131db,Javagl Banavara,Exp,Ordinary,,Halebeedu; Javgal,08:00,JAVAGL,Bus_Timetables_Batch10_Merged
87245937-7c90-4607-b3f6-4afa356ba085,Javagl Chikmagalur,Ord,Ordinary,,Belavadi; Kalasapura,08:15,JAVAGL,Bus_Timetables_Batch10_Merged
067bdd14-43f9-4dc4-80df-ca540ba6fc27,Javagl Halebidu,Ord,Ordinary,,Sanenahalli; Gangur; Kodihalli,08:15,JAVAGL,Bus_Timetables_Batch10_Merged
fa3fe2ec-fe41-4099-95cf-25ce65d915bd,Javagl Belur,Exp,Ordinary,,Banavara; Halebidu,08:30,JAVAGL,Bus_Timetables_Batch10_Merged
b6b5c303-6508-49de-8c1d-1aa38f90c0c4,Javagl Arasikere,Ord,Ordinary,,Halebidu; Banavara,08:30,JAVAGL,Bus_Timetables_Batch10_Merged
