ID,Origin,Destination,ServiceType,BrandClass,Via,DepartureTime24h,Source,BatchID
011a6355-f53b-4d5e-a793-c2daaf0ddf76,Belur,Bengaluru,Ordinary,,Bengaluru; Hassan,05:30,BELUR,Bus_Timetables_Batch6_Merged
3da869f9-9793-420e-b749-f6568decb7e7,Belur,Mysuru,Ordinary,,K.r.nagara; Holenarsipura,05:30,BELUR,Bus_Timetables_Batch6_Merged
594100c3-4432-4414-8cd9-50f4c23a58f7,Belur Bengaluru Exp,Non,Ordinary,,Hassan; Bengaluru,05:45,BELUR,Bus_Timetables_Batch6_Merged
4a934c3b-47c1-4972-b149-ba44851d3def,Belur Bengaluru Exp,Non,Ordinary,,Hassan; Bengaluru,05:50,BELUR,Bus_Timetables_Batch6_Merged
95f11176-d2a3-49cb-aec3-574a73bba4d3,Belur,Bengaluru,Express,,Hassan; Kunigal; Bengaluru,06:00,BELUR,Bus_Timetables_Batch6_Merged
d0fe1c8a-0eaa-4e97-8745-bdd8febde043,Belur,Gundlupete,Express,,Hassan; Mysuru; Gundlupete,06:00,BELUR,Bus_Timetables_Batch6_Merged
3329999e-c508-41b9-9a65-5b72d0547531,Belur,Mudigere(express),Ordinary,,Mudigere; Jannapura,06:00,BELUR,Bus_Timetables_Batch6_Merged
8529c2b0-2da7-4818-8cab-857fd3636f75,Belur,Madikeri(express),Express,,Sakaleshpura; Kodalipete; Shanivarsante; Madikere,06:00,BELUR,Bus_Timetables_Batch6_Merged
2a065c51-fa26-41aa-bf46-a66ea8b5d580,Belur,Bengaluru,Express,,Hassan; Kunigal; Bengaluru,06:15,BELUR,Bus_Timetables_Batch6_Merged
94f85e14-c083-457e-8588-71bc419118fd,Belur,Hassan,Express,,Madagatta; Malegere; Kandali; Hassan,06:30,BELUR,Bus_Timetables_Batch6_Merged
594b0983-eaf9-4b87-ba99-b5fc9ac024b1,Belur Bengaluru Exp,Non,Ordinary,,Hassan; Bengaluru,06:30,BELUR,Bus_Timetables_Batch6_Merged
408221da-d265-47e3-bbbd-f9f36c0f73b7,Belur,Chikkamagalur,Express,,Koimattur; Chikkamagalur,06:30,BELUR,Bus_Timetables_Batch6_Merged
615895f5-8e33-40ce-9d1d-1300181455d3,Belur,Sakaleshpura(express),Ordinary,,Arehalli; Sakaleshpura; Bicod,06:30,BELUR,Bus_Timetables_Batch6_Merged
d3fe44f7-e4bc-4a0d-b698-0bdde3db7f75,Belur,Bengaluru,Express,,Hassan; Kunigal; Bengaluru,06:40,BELUR,Bus_Timetables_Batch6_Merged
bfb71587-f2c6-4171-b84d-8aceab200299,Belur,Arsikere,Express,,Halebidu; Javgal,06:45,BELUR,Bus_Timetables_Batch6_Merged
912481fe-d7e9-4788-af0d-b5cdfd3bd282,Belur,Bengaluru,Express,,Hassan; Kunigal; Bengaluru,06:45,BELUR,Bus_Timetables_Batch6_Merged
fb54a43d-7e66-488c-a76a-271b96c71963,Belur,Mangaluru,Express,,Chikkanahalli; Jannapura; Mudigere,06:45,BELUR,Bus_Timetables_Batch6_Merged
871b4001-2f9a-47a3-b802-591792b9d9d3,Belur,Bengaluru,Express,,Hassan; Kunigal; Bengaluru,06:50,BELUR,Bus_Timetables_Batch6_Merged
b8f500b4-b3cd-49f8-b3bf-f5a00543fa30,Belur Bengaluru Exp,Non,Ordinary,,Hassan; Bengaluru,07:00,BELUR,Bus_Timetables_Batch6_Merged
1b607d62-5862-4bfe-aa01-1746ca57156b,Belur,Mudigere(express),Ordinary,,Mudigere; Jannapura,07:00,BELUR,Bus_Timetables_Batch6_Merged
b10f87fc-4c48-4c0d-8011-6def09bc4ca5,Belur,Mallapura,Ordinary,,Ebbidu; Sankenahalli; Yalahanka,07:00,BELUR,Bus_Timetables_Batch6_Merged
1f81c014-945c-4e8b-93d3-ac56b17241ac,Belur,Sakaleshpura(ord),Ordinary,,Belagodu; Bage; Sakaleshpura,07:00,BELUR,Bus_Timetables_Batch6_Merged
12147979-5fee-4bb7-b1e4-d6da6faa2975,Belur,Arsikere,Express,,Halebidu; Javgal,07:15,BELUR,Bus_Timetables_Batch6_Merged
ea472db4-6283-418a-b583-08773b936014,Belur,Banavar,Express,,Halebidu; Javgal,07:15,BELUR,Bus_Timetables_Batch6_Merged
1a6a9fcd-ae16-4452-ae8e-2b9faae66aed,Belur,Coimbatore,Express,,Hassan; Mysuru; Coimbatore,07:15,BELUR,Bus_Timetables_Batch6_Merged
93d11ec7-7eeb-404d-a6c3-0cf5c82a5ea1,Belur,Mudigere(express),Ordinary,,Mudigere; Jannapura,07:15,BELUR,Bus_Timetables_Batch6_Merged
