ID,Origin,Destination,ServiceType,BrandClass,Via,DepartureTime24h,Source,BatchID
41dfae17-ce50-4109-965e-341f01c8ddb0,Harinahalli,Bengaluru,Ordinary,,Express,06:15,Kittur,Bus_Timetables_Batch3_Merged
b59b1418-6609-4f43-a243-99b4704a2060,Bettadapura,Bengaluru,Ordinary,,Express,07:50,Kittur,Bus_Timetables_Batch3_Merged
b073885e-04f1-41a6-8859-a97b149af45e,Kittur,Bettadapura,Ordinary,,Express,07:00,Kittur,Bus_Timetables_Batch3_Merged
cce280fd-7337-421c-b2ae-0cd725fd50b3,Mysuru,Bettadapura,Ordinary,,Express,09:20,Kittur,Bus_Timetables_Batch3_Merged
fabd2811-75d0-4b60-bc02-15dcdc19c08a,Mysuru,Bettadapura,Ordinary,,Express,09:50,Kittur,Bus_Timetables_Batch3_Merged
3fcef5d9-fe14-41bb-ad2a-bc0a390b38ba,Mysuru,Bettadapura,Ordinary,,Express,10:15,Kittur,Bus_Timetables_Batch3_Merged
17ea60a4-bbcd-4ba4-8587-a7b1a07235f6,K,R,Ordinary,,Express,10:50,Kittur,Bus_Timetables_Batch3_Merged
098ee1c7-9119-4cde-9f4f-decb7ed9706a,K,R,Ordinary,,Express,11:00,Kittur,Bus_Timetables_Batch3_Merged
0ff5cba4-1417-464b-acd4-ab2834dc2241,K,R,Ordinary,,Express,13:00,Kittur,Bus_Timetables_Batch3_Merged
a8ddad37-df3f-42c3-b248-3eaf71d70b3e,K,R,Ordinary,,Express,15:20,Kittur,Bus_Timetables_Batch3_Merged
d7481b14-5ecd-4c8b-b8c8-32f8f24242a0,Mysuru,Bettadapura,Ordinary,,Express,16:15,Kittur,Bus_Timetables_Batch3_Merged
d46be0bc-c8c6-4da6-821d-ac6315a318ec,Bengaluru,Harinahalli,Ordinary,,Express; Channamgere,21:30,Kittur,Bus_Timetables_Batch3_Merged
e54ecc97-822f-483d-8eb4-fdaaaa4b2a03,Bettadapura,K,Ordinary,,Express,12:30,Kittur,Bus_Timetables_Batch3_Merged
93128b66-275f-41ff-bf73-d29905454d51,Bettadapura,K,Ordinary,,Express; Chuchanakatte; Chiranahalli,14:20,Kittur,Bus_Timetables_Batch3_Merged
