ID,Origin,Destination,ServiceType,BrandClass,Via,DepartureTime24h,Source,BatchID
62a5858d-9298-40be-8347-292aa668c79e,Mulabagilu Agaram Karnataka,Sarige,Ordinary,,,17:35,MBL_KLR,Bus_Timetables_Batch12_Merged-1
c9cac514-0cbf-4dca-a926-4d546a99c4ed,Mulabagilu Agaram Karnataka,Sarige,Ordinary,,,20:00,MBL_KLR,Bus_Timetables_Batch12_Merged-1
ad3e17c3-5c23-47ca-9de4-9dc0e863ff21,Mulabagilu Agumbe Karnataka Sarige Kolar,Bengaluru,Ordinary,,,07:00,MBL_KLR,Bus_Timetables_Batch12_Merged-1
4a63bf3f-1bde-4dab-b256-ad13ba43427b,Mulabagilu Amblikal Karnataka,Sarige,Ordinary,,,08:40,MBL_KLR,Bus_Timetables_Batch12_Merged-1
68f0396e-52ee-4997-acd3-4a9e5f21a765,Mulabagilu Amblikal Karnataka,Sarige,Ordinary,,,15:10,MBL_KLR,Bus_Timetables_Batch12_Merged-1
345d4769-940c-4fc7-8cf1-542076d75395,Mulabagilu Amblikal Karnataka,Sarige,Ordinary,,,17:20,MBL_KLR,Bus_Timetables_Batch12_Merged-1
7a7a569d-af8f-404a-9087-6091fedcf522,Mulabagilu Avani Karnataka,Sarige,Ordinary,,,21:45,MBL_KLR,Bus_Timetables_Batch12_Merged-1
604f59b9-e6aa-4d00-b036-6e98e7d89268,Mulabagilu Batuvarahalli Karnataka,Sarige,Ordinary,,,07:00,MBL_KLR,Bus_Timetables_Batch12_Merged-1
6dbd4e5c-75b9-4041-9d43-db3bb5ffcd6e,Mulabagilu Batuvarahalli Karnataka,Sarige,Ordinary,,,17:45,MBL_KLR,Bus_Timetables_Batch12_Merged-1
a3345272-22f6-488a-ad3c-883a698ab1db,Mulabagilu Bengaluru Karnataka Sarige Kolar Narasapura,Hoskote,Ordinary,,,05:15,MBL_KLR,Bus_Timetables_Batch12_Merged-1
eb0a4014-ef1a-415b-8f72-b3606da10255,Mulabagilu Bengaluru Karnataka Sarige Kolar Narasapura,Hoskote,Ordinary,,,05:30,MBL_KLR,Bus_Timetables_Batch12_Merged-1
09aa4fb7-0a2b-41c7-ad58-69b4a878cf91,Mulabagilu Bengaluru Karnataka Sarige Kolar Narasapura,Hoskote,Ordinary,,,05:45,MBL_KLR,Bus_Timetables_Batch12_Merged-1
90f54c0c-a5da-4470-a7fe-1e4d7dd603a2,Mulabagilu Bengaluru Karnataka Sarige Kolar Narasapura,Hoskote,Ordinary,,,06:30,MBL_KLR,Bus_Timetables_Batch12_Merged-1
56b9c406-fe35-4d09-853c-bcbcf6295f3a,Mulabagilu Bengaluru Karnataka Sarige Kolar Narasapura,Hoskote,Ordinary,,,06:45,MBL_KLR,Bus_Timetables_Batch12_Merged-1
