ID,Origin,Destination,ServiceType,BrandClass,Via,DepartureTime24h,Source,BatchID
2ee06745-8364-4208-a572-826964a73522,Hanur,Bengaluru,Express,,Kollegala,04:45,Hanuru_CJR,Bus_Timetables_Batch2_Merged
74e0571c-d206-4162-b359-665f3f858a9a,Hanur,Odeyarapalya-arabagereordinary,Ordinary,,Kokkanahalli,06:00,Hanuru_CJR,Bus_Timetables_Batch2_Merged
e00220ab-f54f-4929-9f46-07b9c9ea0027,Hanur,Bengaluru,Express,,Kollegala,06:30,Hanuru_CJR,Bus_Timetables_Batch2_Merged
f8845f5d-3802-4088-8ec4-85f239b4fb91,Hanur,Mysuru,Express,,Kollegala,06:30,Hanuru_CJR,Bus_Timetables_Batch2_Merged
7e11697e-0c7a-476a-9d4c-e406466af1af,Hanur,Mysuru,Express,,Kollegala,06:45,Hanuru_CJR,Bus_Timetables_Batch2_Merged
6c0a818f-8dec-4f98-b3fe-e8379c4cf5d5,Hanur,Mysuru,Express,,Kollegala,07:00,Hanuru_CJR,Bus_Timetables_Batch2_Merged
6cac79d7-9b53-4486-918d-50ce426dfc68,Hanur Mm,Hills,Express,,Thalbetta,07:05,Hanuru_CJR,Bus_Timetables_Batch2_Merged
b02f8fc0-3687-4ec1-8011-88fecb2fef05,Hanur,Bengaluru,Express,,Kollegala,07:15,Hanuru_CJR,Bus_Timetables_Batch2_Merged
50aadea9-a0a1-4b9e-b611-e6b79f23bbe8,Hanur,Mysuru,Express,,Kollegala,07:15,Hanuru_CJR,Bus_Timetables_Batch2_Merged
7c7dd2be-23cd-4387-b53c-30be9a1ef8cb,Hanur Mm,Hills,Express,,Thalbetta,07:30,Hanuru_CJR,Bus_Timetables_Batch2_Merged
d3e74c01-d46e-472b-9bf9-b57bcc16f177,Hanur Mm,Hills,Express,,Thalbetta,07:35,Hanuru_CJR,Bus_Timetables_Batch2_Merged
ac1ce337-9b63-4bb3-9c3d-a15f328cc4ed,Hanur Mm,Hills,Express,,Thalbetta,07:50,Hanuru_CJR,Bus_Timetables_Batch2_Merged
3b90a80e-abbb-40fd-bad6-7d0ff47173dd,Hanur,Shagya,Ordinary,,Managalli,07:50,Hanuru_CJR,Bus_Timetables_Batch2_Merged
3fbd694c-edc7-495e-8168-229b32a6227d,Hanur Thomiyar,Palya,Ordinary,,Byranatha,07:50,Hanuru_CJR,Bus_Timetables_Batch2_Merged
74c0fbe6-bcc7-43ac-9180-5f1e8926afab,Hanur,Bengaluru,Express,,Kollegala,08:00,Hanuru_CJR,Bus_Timetables_Batch2_Merged
948bb7db-49a4-488f-ae05-8c230dce8342,Hanur Mm,Hills,Express,,Thalbetta,08:00,Hanuru_CJR,Bus_Timetables_Batch2_Merged
90c92867-824d-4b20-af63-c7702bb93e1f,Hanur,Kollegal,Express,,Mangala,08:00,Hanuru_CJR,Bus_Timetables_Batch2_Merged
11f36004-fea5-4251-93eb-b8b45d9dd0cc,Hanur,Gundapura,Ordinary,,Ajjipura,08:00,Hanuru_CJR,Bus_Timetables_Batch2_Merged
6b8e25de-29f4-4142-ac3c-3b25432eb87d,Hanur,Mysuru,Express,,Kollegala,08:15,Hanuru_CJR,Bus_Timetables_Batch2_Merged
1cbc2869-76c2-4276-828e-1ad47590cd32,Hanur,Jallipalya,Ordinary,,Nalroad,08:15,Hanuru_CJR,Bus_Timetables_Batch2_Merged
77d3e8a8-524a-421a-9ade-e718c9b0ba87,Hanur Mm,Hills,Express,,Thalbetta,08:20,Hanuru_CJR,Bus_Timetables_Batch2_Merged
