ID,Origin,Destination,ServiceType,BrandClass,Via,DepartureTime24h,Source,BatchID
56d69364-a5fc-4ba8-8bce-9fe553fe7cc1,Arsikere,Sagara,,,,00:00,,ARSIKERE
51785987-e9cc-44a0-bf1c-a3167b49ce74,Arsikere,Dandeli,,,,00:00,,ARSIKERE
cfa36637-19f6-4ee9-adf0-89df73e8b3ac,Arsikere,Udupi,,,,00:00,,ARSIKERE
001041f3-3de9-46f6-95f6-b580f1a3ef83,Arsikere,Bengaluru,,,,00:15,,ARSIKERE
edaaebf5-bfa4-4803-ad66-5fbc125c9e2e,Arsikere,Hubbll,,,,00:15,,ARSIKERE
22929ec4-5fd8-4da8-b7e6-eb2dd4c8821c,Arsikere,Bengaluru,,,,00:20,,ARSIKERE
b8669d90-1343-424c-9b85-9bcf680ffebb,Arsikere,Bengaluru,,,,00:25,,ARSIKERE
6381e7fa-8a9d-4cbd-9ccf-856f886527c2,Arsikere,Madikeri,,,,00:30,,ARSIKERE
10a1963e-cb9f-4aea-a341-5c546fc9a01a,Arsikere,Mysore,,,,00:30,,ARSIKERE
f9eaca63-9493-44a5-bb83-77f321cbaa1d,Arsikere,Thirupathi,,,,00:30,,ARSIKERE
294140fb-746c-42e3-af14-c46546c689a9,Arsikere,Sagara,,,,00:30,,ARSIKERE
28c97a3c-864d-46c4-83fa-3ed20181d531,Arsikere,Kundapura,,,,00:30,,ARSIKERE
483cc563-8797-4b20-9a7e-fba78302ec0f,Arsikere,Sirsi,,,,00:30,,ARSIKERE
3687aa6f-83d6-48f1-b637-4d52dc939649,Arsikere,Shivamogga,,,,00:35,,ARSIKERE
d0d309d8-583d-4b9d-b5c7-6714fcbb48a5,Arsikere,Sagara,,,,00:40,,ARSIKERE
4bca924a-8090-4d0c-abda-06b086804044,Arsikere,Bengaluru,,,,00:45,,ARSIKERE
293578a2-76f8-4a3d-91f2-aa8f3a60aaa1,Arsikere,Mysore,,,,00:45,,ARSIKERE
b25519e5-d9d0-4be2-9e18-199829e1670d,Arsikere,Kolar,,,,00:45,,ARSIKERE
34d2cc83-dd83-4b36-9a23-2a08187df028,Arsikere,Kundapura,,,,00:45,,ARSIKERE
6ba798cd-7dc5-4261-8d78-c7d925fbf0cf,Arsikere,Bengaluru,,,,01:00,,ARSIKERE
b7c8efdf-af19-4155-9c8e-f5480df472dd,Arsikere,Chinthamani,,,,01:00,,ARSIKERE
ffbf6362-d2a1-4600-a886-f9d534b87755,Arsikere,Sagara,,,,01:00,,ARSIKERE
e74b52ba-fe73-41ea-8c1e-3ebe4bb92e6e,Arsikere,Bengaluru,,,,01:10,,ARSIKERE
e8d78b48-702b-4426-a753-3f11480935a2,Arsikere,Mysore,,,,01:15,,ARSIKERE
