ID,Origin,Destination,ServiceType,BrandClass,Via,DepartureTime24h,Source,BatchID
3282bf0c-a57c-4b84-9b06-4e4e9339808e,Mysuru,Adichunchangiri,Express,,Nagamangala,11:05,SrirangapatnaBusStand,Bus_Timetables_Batch5_Merged
0afcc16a-fb2c-4313-ba01-9ffa97df32b8,Mysuru,Akkihebbal,Ordinary,,K.r.pete; Pandavapura,20:35,SrirangapatnaBusStand,Bus_Timetables_Batch5_Merged
2a6d5d7c-b090-47f0-8114-9220181236d6,Mysuru,Ankanalli,Express,,Nagamangala,20:20,SrirangapatnaBusStand,Bus_Timetables_Batch5_Merged
8c962f12-5d09-4ef1-b7aa-6a38e906ab79,Mysuru,Arasikere,Ordinary,,Channarayapatna; K.r.pete,05:50,SrirangapatnaBusStand,Bus_Timetables_Batch5_Merged
c7390b24-378f-470b-8c85-07c6963edf88,Mysuru,Arasikere,Ordinary,,Channarayapatna; K.r.pete,11:05,SrirangapatnaBusStand,Bus_Timetables_Batch5_Merged
75302868-fa7d-4b2b-bc61-0642743c56d7,Mysuru,Arasikere,Ordinary,,Channarayapatna; K.r.pete,12:05,SrirangapatnaBusStand,Bus_Timetables_Batch5_Merged
b3e2fd76-2bc1-4aa4-acb3-452281e2c134,Mysuru,Arasikere,Ordinary,,Channarayapatna; K.r.pete,12:30,SrirangapatnaBusStand,Bus_Timetables_Batch5_Merged
276410af-0c7b-404b-89ee-bf4ada976351,Mysuru,Arasikere,Ordinary,,Channarayapatna; K.r.pete,13:05,SrirangapatnaBusStand,Bus_Timetables_Batch5_Merged
2d188cae-8b65-4c70-8aae-c2ac5ed4c0ff,Mysuru,Arasikere,Ordinary,,Channarayapatna; K.r.pete,14:35,SrirangapatnaBusStand,Bus_Timetables_Batch5_Merged
18474933-49b5-4f06-8a8e-ffbb91eae78d,Mysuru,Arasikere,Ordinary,,Channarayapatna; K.r.pete,16:40,SrirangapatnaBusStand,Bus_Timetables_Batch5_Merged
577fd6a5-25f1-451a-8aa1-15e01d414070,Mysuru,Arasikere,Ordinary,,Channarayapatna; K.r.pete,16:50,SrirangapatnaBusStand,Bus_Timetables_Batch5_Merged
5d0efc56-a8fc-4c29-973c-ccdeb48561be,Mysuru,Arasikere,Ordinary,,Channarayapatna; K.r.pete,18:05,SrirangapatnaBusStand,Bus_Timetables_Batch5_Merged
1789a157-40b4-4bc6-86b2-2b91ce15b05c,Mysuru,Bagalkote,Express,,Nagamangala-bellur,07:05,SrirangapatnaBusStand,Bus_Timetables_Batch5_Merged
441a0061-054a-4e87-b507-30a599418819,Mysuru,Ballari,Ordinary,,Arasikere; Channarayapatna,21:20,SrirangapatnaBusStand,Bus_Timetables_Batch5_Merged
556b4414-6206-418f-816a-e91fbae52560,Mysuru,Bellur,Express,,Nagamangala,14:05,SrirangapatnaBusStand,Bus_Timetables_Batch5_Merged
30907156-5557-48fe-a39c-2754b200416e,Mysuru,Bellur,Express,,Nagamangala,15:05,SrirangapatnaBusStand,Bus_Timetables_Batch5_Merged
5c1dfd45-05b5-4699-ad11-308a0296f869,Mysuru,Bengaluru(mrbs),Ordinary,,Ramanagara; Maddur,04:20,SrirangapatnaBusStand,Bus_Timetables_Batch5_Merged
52562050-71ed-4967-8f57-8c1ee54dca85,Mysuru,Bengaluru(mrbs),Ordinary,,Ramanagara; Maddur,04:50,SrirangapatnaBusStand,Bus_Timetables_Batch5_Merged
ff9cc41e-7148-4249-9ed8-811d6c705ac8,Mysuru,Bengaluru(mrbs),Ordinary,,Ramanagara; Maddur,05:20,SrirangapatnaBusStand,Bus_Timetables_Batch5_Merged
6a921e60-fd66-4dfa-b8f4-7781a6df6aff,Mysuru,Bengaluru(mrbs),Ordinary,,Ramanagara; Maddur,05:50,SrirangapatnaBusStand,Bus_Timetables_Batch5_Merged
476b5dc2-43a3-4686-938c-7da36922b735,Mysuru,Bengaluru(mrbs),Ordinary,,Ramanagara; Maddur,06:05,SrirangapatnaBusStand,Bus_Timetables_Batch5_Merged
a7efe3c7-2601-4ba3-9704-2b0d1b341c45,Mysuru,Bengaluru(mrbs),Ordinary,,Ramanagara; Maddur,06:20,SrirangapatnaBusStand,Bus_Timetables_Batch5_Merged
8b5fdfaa-9fb9-4527-b277-9c1d7ea82b0f,Mysuru,Bengaluru(mrbs),Ordinary,,Ramanagara; Maddur,06:25,SrirangapatnaBusStand,Bus_Timetables_Batch5_Merged
ebb3eb39-f9a7-4672-aab2-0c14715c2470,Mysuru,Bengaluru(mrbs),Ordinary,,Ramanagara; Maddur,06:35,SrirangapatnaBusStand,Bus_Timetables_Batch5_Merged
27770782-8a28-42e1-9668-426365be470b,Mysuru,Bengaluru(mrbs),Ordinary,,Ramanagara; Maddur,06:45,SrirangapatnaBusStand,Bus_Timetables_Batch5_Merged
04387da5-b91f-4969-84d8-24adc81c5c56,Mysuru,Bengaluru(mrbs),Ordinary,,Ramanagara; Maddur,06:50,SrirangapatnaBusStand,Bus_Timetables_Batch5_Merged
fda589ce-58b4-4108-9462-97e2c3b19d9e,Mysuru,Bengaluru(mrbs),Ordinary,,Ramanagara; Maddur,06:55,SrirangapatnaBusStand,Bus_Timetables_Batch5_Merged
af7fc47f-47ab-4101-aa97-ca3ffa9deb54,Mysuru,Bengaluru(mrbs),Ordinary,,Ramanagara; Maddur,07:05,SrirangapatnaBusStand,Bus_Timetables_Batch5_Merged
