ID,Origin,Destination,ServiceType,BrandClass,Via,DepartureTime24h,Source,BatchID
ece4a8c7-96f2-4244-9ca9-d47f0105bf79,Saraguru,Ord,Ordinary,,,18:45,Berya_MYSR,All_Bus_Timetables_Merged
4811415d-9f9e-42c8-9435-85e2c0867fac,Saraguru,Ord,Ordinary,,Alh; Moleyuru,07:05,Berya_MYSR,All_Bus_Timetables_Merged
1a696ff0-dc8b-4aa6-8b93-67725d719819,Saraguru,Ord,Ordinary,,,07:30,Berya_MYSR,All_Bus_Timetables_Merged
835219e9-07cf-4f35-a8a8-cbcb7795242e,Saraguru,Ord,Ordinary,,,09:25,Berya_MYSR,All_Bus_Timetables_Merged
262905c6-3a38-4e8d-8913-bf0e7f08616a,Saraguru,Ord,Ordinary,,,09:30,Berya_MYSR,All_Bus_Timetables_Merged
95678868-7dc4-43a4-8221-7a301f490b9c,Saraguru,Ord,Ordinary,,,10:30,Berya_MYSR,All_Bus_Timetables_Merged
1f6a672d-91d5-4305-b854-d3298d5afde1,Saraguru,Ord,Ordinary,,,12:30,Berya_MYSR,All_Bus_Timetables_Merged
44c09c7f-397a-441e-96a1-8b44dc104214,Saraguru,Ord,Ordinary,,,13:30,Berya_MYSR,All_Bus_Timetables_Merged
0204760e-7653-4ecb-8c07-69fea3849e18,Saraguru,Ord,Ordinary,,,15:30,Berya_MYSR,All_Bus_Timetables_Merged
259b12e5-a478-4dbf-b681-324b82554bfb,Saraguru,Exp,Ordinary,,,08:45,Berya_MYSR,All_Bus_Timetables_Merged
3663e90d-c770-4960-8657-638cc4d6e4e5,Saraguru,Ord,Ordinary,,,08:15,Berya_MYSR,All_Bus_Timetables_Merged
e5664294-22a2-45a4-9cdb-233f7620a4c1,Saraguru,Ord,Ordinary,,,07:35,Berya_MYSR,All_Bus_Timetables_Merged
1f09fa34-6e33-41ac-9a7c-c50d29cb89e0,Saraguru,Ord,Ordinary,,,15:50,Berya_MYSR,All_Bus_Timetables_Merged
07d9c0ef-009c-46c3-a8d2-efc1fbff9bf1,Saraguru,Ord,Ordinary,,Chikkaballapura; Mysuru,20:30,Berya_MYSR,All_Bus_Timetables_Merged
e5724004-74a9-4aac-87b2-0c4ce0eefb46,Saraguru,Ord,Ordinary,,,12:55,Berya_MYSR,All_Bus_Timetables_Merged
87a70d02-075f-477b-9ed2-60bd8b96824a,Saraguru,Ord,Ordinary,,,06:00,Berya_MYSR,All_Bus_Timetables_Merged
97fb628d-cad8-422c-a44c-995c2e6470d2,Saraguru,Ord,Ordinary,,,06:35,Berya_MYSR,All_Bus_Timetables_Merged
811a2e93-4980-4a25-bf67-f894c03bb8db,Saraguru,Ord,Ordinary,,,06:55,Berya_MYSR,All_Bus_Timetables_Merged
f6b1afe7-b63a-4edf-9c13-1b1ce6953344,Saraguru,Ord,Ordinary,,,07:50,Berya_MYSR,All_Bus_Timetables_Merged
199e43ba-e6c5-4740-a9da-1c6ee8545429,Saraguru,Ord,Ordinary,,,09:05,Berya_MYSR,All_Bus_Timetables_Merged
f24f1c96-64d2-4074-888f-1d4e00b7aff3,Saraguru,Ord,Ordinary,,,09:35,Berya_MYSR,All_Bus_Timetables_Merged
43037c9c-eecc-46a8-84ff-631a23b01b3d,Saraguru,Ord,Ordinary,,,09:45,Berya_MYSR,All_Bus_Timetables_Merged
df4c1cdb-0778-4032-9848-53175d182485,Saraguru,Ord,Ordinary,,,10:20,Berya_MYSR,All_Bus_Timetables_Merged
39953cbf-8d76-4832-8a1c-feaed04f63ba,Saraguru,Ord,Ordinary,,,11:00,Berya_MYSR,All_Bus_Timetables_Merged
e5f25b93-92c3-4bf3-a0b3-8a98fc4cab16,Saraguru,Ord,Ordinary,,,11:05,Berya_MYSR,All_Bus_Timetables_Merged
83b70283-7d74-4c77-ad16-7ba71fda0508,Saraguru,Ord,Ordinary,,,11:10,Berya_MYSR,All_Bus_Timetables_Merged
c65b89e3-11ee-4edf-93f7-2426d8e11818,Saraguru,Ord,Ordinary,,,11:35,Berya_MYSR,All_Bus_Timetables_Merged
5899ca78-dcd1-496b-be68-912639a62fb5,Saraguru,Ord,Ordinary,,,12:10,Berya_MYSR,All_Bus_Timetables_Merged
9222b646-2116-4fc9-b41b-81f46c5dd9fe,Saraguru,Ord,Ordinary,,,12:20,Berya_MYSR,All_Bus_Timetables_Merged
2466f538-212b-4364-949b-b2cb96a00194,Saraguru,Ord,Ordinary,,,12:25,Berya_MYSR,All_Bus_Timetables_Merged
8cf7825e-d6e4-4571-b2c1-2c5572c19f43,Saraguru,Exp,Ordinary,,,12:35,Berya_MYSR,All_Bus_Timetables_Merged
99bcb450-cb80-4bb7-adc6-8bb7ee89c5ab,Saraguru,Ord,Ordinary,,,12:40,Berya_MYSR,All_Bus_Timetables_Merged
3be5d026-86a1-4b99-9574-f039f405c4f1,Saraguru,Ord,Ordinary,,,12:50,Berya_MYSR,All_Bus_Timetables_Merged
1b70c3c2-8992-4198-9f2c-980cd502cde7,Saraguru,Ord,Ordinary,,,13:20,Berya_MYSR,All_Bus_Timetables_Merged
bfab8a86-4dc1-4894-8ca9-df85ff68402c,Saraguru,Ord,Ordinary,,,13:35,Berya_MYSR,All_Bus_Timetables_Merged
7a806711-63ce-47a2-9986-0e6494aee20f,Saraguru,Ord,Ordinary,,,14:25,Berya_MYSR,All_Bus_Timetables_Merged
eabda3de-3b99-4ed9-a1eb-8d23c7c38ed5,Saraguru,Ord,Ordinary,,,14:30,Berya_MYSR,All_Bus_Timetables_Merged
dbd438a8-27ba-4bb4-bbc0-950a9d4974d4,Saraguru,Ord,Ordinary,,,14:50,Berya_MYSR,All_Bus_Timetables_Merged
9c1425cb-2a7e-4c0f-a2ab-f2f59522853f,Saraguru,Ord,Ordinary,,,15:35,Berya_MYSR,All_Bus_Timetables_Merged
89a08b29-90fc-43dc-a50f-f26ce3f19006,Saraguru,Ord,Ordinary,,,16:00,Berya_MYSR,All_Bus_Timetables_Merged
d5eb0108-6fb5-400b-8f9a-88ea42f5804f,Saraguru,Ord,Ordinary,,,16:05,Berya_MYSR,All_Bus_Timetables_Merged
c180c448-2217-4d0f-9022-afe52772e553,Saraguru,Ord,Ordinary,,,16:30,Berya_MYSR,All_Bus_Timetables_Merged
170a362f-5fc1-4c5f-abb6-475988b2460b,Saraguru,Ord,Ordinary,,,16:40,Berya_MYSR,All_Bus_Timetables_Merged
5cec84ee-7421-429a-8254-aab2171c0d92,Saraguru,Ord,Ordinary,,,16:45,Berya_MYSR,All_Bus_Timetables_Merged
89f3d74f-1ebb-4129-b95e-932fc79f7889,Saraguru,Ord,Ordinary,,,16:55,Berya_MYSR,All_Bus_Timetables_Merged
1a92e917-0c88-4814-a854-09a496d47937,Saraguru,Ord,Ordinary,,,17:15,Berya_MYSR,All_Bus_Timetables_Merged
ce8849df-e368-45fe-88b6-83c3d1b1d26c,Saraguru,Ord,Ordinary,,,17:20,Berya_MYSR,All_Bus_Timetables_Merged
abb25a5d-ed6f-4ae7-aceb-972c395f856c,Saraguru,Ord,Ordinary,,,17:25,Berya_MYSR,All_Bus_Timetables_Merged
5eefff27-54b2-48e6-90db-8158832b84aa,Saraguru,Ord,Ordinary,,,17:50,Berya_MYSR,All_Bus_Timetables_Merged
fda5eed8-32df-4151-8669-0460684b80bc,Saraguru,Ord,Ordinary,,,17:55,Berya_MYSR,All_Bus_Timetables_Merged
4eaad6db-3feb-4327-ad28-0e09bc8f02f5,Saraguru,Ord,Ordinary,,,18:35,Berya_MYSR,All_Bus_Timetables_Merged
020a9853-ef8c-45d6-b7b9-ebd8654f0196,Saraguru,Ord,Ordinary,,,18:55,Berya_MYSR,All_Bus_Timetables_Merged
80cafffa-0717-47fc-8700-6bf4ae25883b,Saraguru,Ord,Ordinary,,,19:50,Berya_MYSR,All_Bus_Timetables_Merged
